probe_id,image,organ,question,reader_answer__yes_no_unsure,clinical_relevance__1to5,severity_tier_shown,severity_agree__yes_no,comment
liver_72_lesion4_gallbladder_g34.6,images/liver_72_lesion4_gallbladder_g34.6.png,Task03_Liver,"If this lesion grew by 34.6 mm in every direction, would it contact the gallbladder? Answer yes or no.",,,L3,,
liver_72_lesion3_inferior_vena_cava_g25.1,images/liver_72_lesion3_inferior_vena_cava_g25.1.png,Task03_Liver,"If this lesion grew by 25.1 mm in every direction, would it contact the inferior vena cava? Answer yes or no.",,,L5,,
liver_79_lesion9_lung_middle_lobe_right_g12,images/liver_79_lesion9_lung_middle_lobe_right_g12.png,Task03_Liver,"If this lesion grew by 12 mm in every direction, would it contact the lung middle lobe right? Answer yes or no.",,,L2,,
liver_79_lesion9_gallbladder_g8.2,images/liver_79_lesion9_gallbladder_g8.2.png,Task03_Liver,"If this lesion grew by 8.2 mm in every direction, would it contact the gallbladder? Answer yes or no.",,,L3,,
liver_86_lesion1_portal_vein_and_splenic_vein_g20.8,images/liver_86_lesion1_portal_vein_and_splenic_vein_g20.8.png,Task03_Liver,"If this lesion grew by 20.8 mm in every direction, would it contact the portal vein and splenic vein? Answer yes or no.",,,L5,,
liver_88_lesion1_adrenal_gland_right_g14.1,images/liver_88_lesion1_adrenal_gland_right_g14.1.png,Task03_Liver,"If this lesion grew by 14.1 mm in every direction, would it contact the adrenal gland right? Answer yes or no.",,,L4,,
liver_9_lesion1_lung_middle_lobe_right_g24.7,images/liver_9_lesion1_lung_middle_lobe_right_g24.7.png,Task03_Liver,"If this lesion grew by 24.7 mm in every direction, would it contact the lung middle lobe right? Answer yes or no.",,,L2,,
liver_93_lesion5_sternum_g41.9,images/liver_93_lesion5_sternum_g41.9.png,Task03_Liver,"If this lesion grew by 41.9 mm in every direction, would it contact the sternum? Answer yes or no.",,,L1,,
liver_93_lesion5_vertebrae_T10_g29.7,images/liver_93_lesion5_vertebrae_T10_g29.7.png,Task03_Liver,"If this lesion grew by 29.7 mm in every direction, would it contact the vertebrae T10? Answer yes or no.",,,L1,,
liver_93_lesion1_lung_lower_lobe_left_g1,images/liver_93_lesion1_lung_lower_lobe_left_g1.png,Task03_Liver,"If this lesion grew by 1 mm in every direction, would it contact the lung lower lobe left? Answer yes or no.",,,L2,,
lung_004_lesion1_sternum_g37.8,images/lung_004_lesion1_sternum_g37.8.png,Task06_Lung,"If this lesion grew by 37.8 mm in every direction, would it contact the sternum? Answer yes or no.",,,L1,,
lung_009_lesion1_esophagus_g1,images/lung_009_lesion1_esophagus_g1.png,Task06_Lung,"If this lesion grew by 1 mm in every direction, would it contact the esophagus? Answer yes or no.",,,L4,,
lung_010_lesion1_lung_upper_lobe_left_g38.7,images/lung_010_lesion1_lung_upper_lobe_left_g38.7.png,Task06_Lung,"If this lesion grew by 38.7 mm in every direction, would it contact the lung upper lobe left? Answer yes or no.",,,L2,,
lung_010_lesion2_vertebrae_T10_g27.6,images/lung_010_lesion2_vertebrae_T10_g27.6.png,Task06_Lung,"If this lesion grew by 27.6 mm in every direction, would it contact the vertebrae T10? Answer yes or no.",,,L1,,
lung_010_lesion2_spinal_cord_g25.3,images/lung_010_lesion2_spinal_cord_g25.3.png,Task06_Lung,"If this lesion grew by 25.3 mm in every direction, would it contact the spinal cord? Answer yes or no.",,,L5,,
lung_014_lesion1_vertebrae_T8_g25.4,images/lung_014_lesion1_vertebrae_T8_g25.4.png,Task06_Lung,"If this lesion grew by 25.4 mm in every direction, would it contact the vertebrae T8? Answer yes or no.",,,L1,,
lung_020_lesion1_lung_middle_lobe_right_g12.2,images/lung_020_lesion1_lung_middle_lobe_right_g12.2.png,Task06_Lung,"If this lesion grew by 12.2 mm in every direction, would it contact the lung middle lobe right? Answer yes or no.",,,L2,,
lung_022_lesion1_liver_g4,images/lung_022_lesion1_liver_g4.png,Task06_Lung,"If this lesion grew by 4 mm in every direction, would it contact the liver? Answer yes or no.",,,L3,,
lung_022_lesion1_vertebrae_T9_g24.7,images/lung_022_lesion1_vertebrae_T9_g24.7.png,Task06_Lung,"If this lesion grew by 24.7 mm in every direction, would it contact the vertebrae T9? Answer yes or no.",,,L1,,
lung_023_lesion1_lung_upper_lobe_right_g29.4,images/lung_023_lesion1_lung_upper_lobe_right_g29.4.png,Task06_Lung,"If this lesion grew by 29.4 mm in every direction, would it contact the lung upper lobe right? Answer yes or no.",,,L2,,
lung_023_lesion1_lung_lower_lobe_right_g27.6,images/lung_023_lesion1_lung_lower_lobe_right_g27.6.png,Task06_Lung,"If this lesion grew by 27.6 mm in every direction, would it contact the lung lower lobe right? Answer yes or no.",,,L2,,
lung_027_lesion1_liver_g30.1,images/lung_027_lesion1_liver_g30.1.png,Task06_Lung,"If this lesion grew by 30.1 mm in every direction, would it contact the liver? Answer yes or no.",,,L3,,
lung_028_lesion1_vertebrae_T9_g7.6,images/lung_028_lesion1_vertebrae_T9_g7.6.png,Task06_Lung,"If this lesion grew by 7.6 mm in every direction, would it contact the vertebrae T9? Answer yes or no.",,,L1,,
lung_036_lesion1_esophagus_g37.3,images/lung_036_lesion1_esophagus_g37.3.png,Task06_Lung,"If this lesion grew by 37.3 mm in every direction, would it contact the esophagus? Answer yes or no.",,,L4,,
lung_036_lesion4_esophagus_g25.5,images/lung_036_lesion4_esophagus_g25.5.png,Task06_Lung,"If this lesion grew by 25.5 mm in every direction, would it contact the esophagus? Answer yes or no.",,,L4,,
lung_037_lesion1_sternum_g42.9,images/lung_037_lesion1_sternum_g42.9.png,Task06_Lung,"If this lesion grew by 42.9 mm in every direction, would it contact the sternum? Answer yes or no.",,,L1,,
lung_055_lesion1_heart_g17.3,images/lung_055_lesion1_heart_g17.3.png,Task06_Lung,"If this lesion grew by 17.3 mm in every direction, would it contact the heart? Answer yes or no.",,,L5,,
lung_065_lesion1_heart_g2.8,images/lung_065_lesion1_heart_g2.8.png,Task06_Lung,"If this lesion grew by 2.8 mm in every direction, would it contact the heart? Answer yes or no.",,,L5,,
lung_069_lesion1_liver_g40.5,images/lung_069_lesion1_liver_g40.5.png,Task06_Lung,"If this lesion grew by 40.5 mm in every direction, would it contact the liver? Answer yes or no.",,,L3,,
lung_071_lesion1_lung_lower_lobe_right_g1,images/lung_071_lesion1_lung_lower_lobe_right_g1.png,Task06_Lung,"If this lesion grew by 1 mm in every direction, would it contact the lung lower lobe right? Answer yes or no.",,,L2,,
lung_073_lesion1_trachea_g41,images/lung_073_lesion1_trachea_g41.png,Task06_Lung,"If this lesion grew by 41 mm in every direction, would it contact the trachea? Answer yes or no.",,,L4,,
lung_074_lesion1_spinal_cord_g41.6,images/lung_074_lesion1_spinal_cord_g41.6.png,Task06_Lung,"If this lesion grew by 41.6 mm in every direction, would it contact the spinal cord? Answer yes or no.",,,L5,,
lung_074_lesion1_trachea_g22.6,images/lung_074_lesion1_trachea_g22.6.png,Task06_Lung,"If this lesion grew by 22.6 mm in every direction, would it contact the trachea? Answer yes or no.",,,L4,,
lung_075_lesion1_aorta_g15.4,images/lung_075_lesion1_aorta_g15.4.png,Task06_Lung,"If this lesion grew by 15.4 mm in every direction, would it contact the aorta? Answer yes or no.",,,L5,,
lung_083_lesion1_liver_g18.9,images/lung_083_lesion1_liver_g18.9.png,Task06_Lung,"If this lesion grew by 18.9 mm in every direction, would it contact the liver? Answer yes or no.",,,L3,,
lung_096_lesion1_liver_g44.4,images/lung_096_lesion1_liver_g44.4.png,Task06_Lung,"If this lesion grew by 44.4 mm in every direction, would it contact the liver? Answer yes or no.",,,L3,,
pancreas_015_lesion1_aorta_g4.5,images/pancreas_015_lesion1_aorta_g4.5.png,Task07_Pancreas,"If this lesion grew by 4.5 mm in every direction, would it contact the aorta? Answer yes or no.",,,L5,,
pancreas_021_lesion1_kidney_right_g29.6,images/pancreas_021_lesion1_kidney_right_g29.6.png,Task07_Pancreas,"If this lesion grew by 29.6 mm in every direction, would it contact the kidney right? Answer yes or no.",,,L4,,
pancreas_021_lesion2_kidney_right_g42.3,images/pancreas_021_lesion2_kidney_right_g42.3.png,Task07_Pancreas,"If this lesion grew by 42.3 mm in every direction, would it contact the kidney right? Answer yes or no.",,,L4,,
pancreas_037_lesion1_kidney_left_g38.2,images/pancreas_037_lesion1_kidney_left_g38.2.png,Task07_Pancreas,"If this lesion grew by 38.2 mm in every direction, would it contact the kidney left? Answer yes or no.",,,L4,,
pancreas_043_lesion1_lung_lower_lobe_left_g27.8,images/pancreas_043_lesion1_lung_lower_lobe_left_g27.8.png,Task07_Pancreas,"If this lesion grew by 27.8 mm in every direction, would it contact the lung lower lobe left? Answer yes or no.",,,L2,,
pancreas_081_lesion1_portal_vein_and_splenic_vein_g12.3,images/pancreas_081_lesion1_portal_vein_and_splenic_vein_g12.3.png,Task07_Pancreas,"If this lesion grew by 12.3 mm in every direction, would it contact the portal vein and splenic vein? Answer yes or no.",,,L5,,
pancreas_114_lesion1_duodenum_g15.7,images/pancreas_114_lesion1_duodenum_g15.7.png,Task07_Pancreas,"If this lesion grew by 15.7 mm in every direction, would it contact the duodenum? Answer yes or no.",,,L3,,
pancreas_114_lesion1_adrenal_gland_left_g21.6,images/pancreas_114_lesion1_adrenal_gland_left_g21.6.png,Task07_Pancreas,"If this lesion grew by 21.6 mm in every direction, would it contact the adrenal gland left? Answer yes or no.",,,L4,,
pancreas_126_lesion1_pancreas_g1,images/pancreas_126_lesion1_pancreas_g1.png,Task07_Pancreas,"If this lesion grew by 1 mm in every direction, would it contact the pancreas? Answer yes or no.",,,L4,,
pancreas_249_lesion1_aorta_g32.8,images/pancreas_249_lesion1_aorta_g32.8.png,Task07_Pancreas,"If this lesion grew by 32.8 mm in every direction, would it contact the aorta? Answer yes or no.",,,L5,,
pancreas_274_lesion2_inferior_vena_cava_g11.6,images/pancreas_274_lesion2_inferior_vena_cava_g11.6.png,Task07_Pancreas,"If this lesion grew by 11.6 mm in every direction, would it contact the inferior vena cava? Answer yes or no.",,,L5,,
pancreas_327_lesion1_aorta_g18.3,images/pancreas_327_lesion1_aorta_g18.3.png,Task07_Pancreas,"If this lesion grew by 18.3 mm in every direction, would it contact the aorta? Answer yes or no.",,,L5,,
pancreas_356_lesion1_gallbladder_g14.5,images/pancreas_356_lesion1_gallbladder_g14.5.png,Task07_Pancreas,"If this lesion grew by 14.5 mm in every direction, would it contact the gallbladder? Answer yes or no.",,,L3,,
pancreas_369_lesion1_stomach_g29,images/pancreas_369_lesion1_stomach_g29.png,Task07_Pancreas,"If this lesion grew by 29 mm in every direction, would it contact the stomach? Answer yes or no.",,,L3,,
pancreas_380_lesion1_lung_lower_lobe_left_g31.4,images/pancreas_380_lesion1_lung_lower_lobe_left_g31.4.png,Task07_Pancreas,"If this lesion grew by 31.4 mm in every direction, would it contact the lung lower lobe left? Answer yes or no.",,,L2,,
pancreas_391_lesion1_lung_lower_lobe_left_g21.3,images/pancreas_391_lesion1_lung_lower_lobe_left_g21.3.png,Task07_Pancreas,"If this lesion grew by 21.3 mm in every direction, would it contact the lung lower lobe left? Answer yes or no.",,,L2,,
pancreas_395_lesion1_adrenal_gland_left_g15.8,images/pancreas_395_lesion1_adrenal_gland_left_g15.8.png,Task07_Pancreas,"If this lesion grew by 15.8 mm in every direction, would it contact the adrenal gland left? Answer yes or no.",,,L4,,
pancreas_400_lesion1_aorta_g38.1,images/pancreas_400_lesion1_aorta_g38.1.png,Task07_Pancreas,"If this lesion grew by 38.1 mm in every direction, would it contact the aorta? Answer yes or no.",,,L5,,
pancreas_402_lesion1_liver_g11.7,images/pancreas_402_lesion1_liver_g11.7.png,Task07_Pancreas,"If this lesion grew by 11.7 mm in every direction, would it contact the liver? Answer yes or no.",,,L3,,
pancreas_409_lesion1_vertebrae_T10_g41.9,images/pancreas_409_lesion1_vertebrae_T10_g41.9.png,Task07_Pancreas,"If this lesion grew by 41.9 mm in every direction, would it contact the vertebrae T10? Answer yes or no.",,,L1,,
pancreas_412_lesion1_stomach_g1,images/pancreas_412_lesion1_stomach_g1.png,Task07_Pancreas,"If this lesion grew by 1 mm in every direction, would it contact the stomach? Answer yes or no.",,,L3,,
pancreas_414_lesion1_lung_lower_lobe_left_g24.6,images/pancreas_414_lesion1_lung_lower_lobe_left_g24.6.png,Task07_Pancreas,"If this lesion grew by 24.6 mm in every direction, would it contact the lung lower lobe left? Answer yes or no.",,,L2,,
pancreas_415_lesion1_lung_lower_lobe_left_g2.1,images/pancreas_415_lesion1_lung_lower_lobe_left_g2.1.png,Task07_Pancreas,"If this lesion grew by 2.1 mm in every direction, would it contact the lung lower lobe left? Answer yes or no.",,,L2,,
pancreas_415_lesion1_vertebrae_T10_g42.3,images/pancreas_415_lesion1_vertebrae_T10_g42.3.png,Task07_Pancreas,"If this lesion grew by 42.3 mm in every direction, would it contact the vertebrae T10? Answer yes or no.",,,L1,,
colon_001_lesion1_stomach_g1,images/colon_001_lesion1_stomach_g1.png,Task10_Colon,"If this lesion grew by 1 mm in every direction, would it contact the stomach? Answer yes or no.",,,L3,,
colon_001_lesion1_lung_lower_lobe_left_g27,images/colon_001_lesion1_lung_lower_lobe_left_g27.png,Task10_Colon,"If this lesion grew by 27 mm in every direction, would it contact the lung lower lobe left? Answer yes or no.",,,L2,,
colon_008_lesion1_portal_vein_and_splenic_vein_g23.2,images/colon_008_lesion1_portal_vein_and_splenic_vein_g23.2.png,Task10_Colon,"If this lesion grew by 23.2 mm in every direction, would it contact the portal vein and splenic vein? Answer yes or no.",,,L5,,
colon_031_lesion1_spleen_g9,images/colon_031_lesion1_spleen_g9.png,Task10_Colon,"If this lesion grew by 9 mm in every direction, would it contact the spleen? Answer yes or no.",,,L3,,
colon_074_lesion2_portal_vein_and_splenic_vein_g12.9,images/colon_074_lesion2_portal_vein_and_splenic_vein_g12.9.png,Task10_Colon,"If this lesion grew by 12.9 mm in every direction, would it contact the portal vein and splenic vein? Answer yes or no.",,,L5,,
colon_074_lesion4_kidney_right_g31.9,images/colon_074_lesion4_kidney_right_g31.9.png,Task10_Colon,"If this lesion grew by 31.9 mm in every direction, would it contact the kidney right? Answer yes or no.",,,L4,,
colon_075_lesion1_pancreas_g34.5,images/colon_075_lesion1_pancreas_g34.5.png,Task10_Colon,"If this lesion grew by 34.5 mm in every direction, would it contact the pancreas? Answer yes or no.",,,L4,,
colon_103_lesion1_pancreas_g2.7,images/colon_103_lesion1_pancreas_g2.7.png,Task10_Colon,"If this lesion grew by 2.7 mm in every direction, would it contact the pancreas? Answer yes or no.",,,L4,,
colon_108_lesion1_lung_lower_lobe_left_g34.6,images/colon_108_lesion1_lung_lower_lobe_left_g34.6.png,Task10_Colon,"If this lesion grew by 34.6 mm in every direction, would it contact the lung lower lobe left? Answer yes or no.",,,L2,,
colon_108_lesion1_kidney_left_g11,images/colon_108_lesion1_kidney_left_g11.png,Task10_Colon,"If this lesion grew by 11 mm in every direction, would it contact the kidney left? Answer yes or no.",,,L4,,
colon_127_lesion1_urinary_bladder_g12,images/colon_127_lesion1_urinary_bladder_g12.png,Task10_Colon,"If this lesion grew by 12 mm in every direction, would it contact the urinary bladder? Answer yes or no.",,,L3,,
colon_129_lesion2_inferior_vena_cava_g23.5,images/colon_129_lesion2_inferior_vena_cava_g23.5.png,Task10_Colon,"If this lesion grew by 23.5 mm in every direction, would it contact the inferior vena cava? Answer yes or no.",,,L5,,
colon_138_lesion1_spinal_cord_g34.2,images/colon_138_lesion1_spinal_cord_g34.2.png,Task10_Colon,"If this lesion grew by 34.2 mm in every direction, would it contact the spinal cord? Answer yes or no.",,,L5,,
colon_141_lesion1_lung_upper_lobe_left_g28.3,images/colon_141_lesion1_lung_upper_lobe_left_g28.3.png,Task10_Colon,"If this lesion grew by 28.3 mm in every direction, would it contact the lung upper lobe left? Answer yes or no.",,,L2,,
colon_143_lesion1_kidney_right_g22.6,images/colon_143_lesion1_kidney_right_g22.6.png,Task10_Colon,"If this lesion grew by 22.6 mm in every direction, would it contact the kidney right? Answer yes or no.",,,L4,,
colon_149_lesion1_small_bowel_g6.6,images/colon_149_lesion1_small_bowel_g6.6.png,Task10_Colon,"If this lesion grew by 6.6 mm in every direction, would it contact the small bowel? Answer yes or no.",,,L3,,
colon_166_lesion1_inferior_vena_cava_g19.9,images/colon_166_lesion1_inferior_vena_cava_g19.9.png,Task10_Colon,"If this lesion grew by 19.9 mm in every direction, would it contact the inferior vena cava? Answer yes or no.",,,L5,,
colon_194_lesion1_stomach_g16.3,images/colon_194_lesion1_stomach_g16.3.png,Task10_Colon,"If this lesion grew by 16.3 mm in every direction, would it contact the stomach? Answer yes or no.",,,L3,,
colon_219_lesion1_kidney_right_g12.4,images/colon_219_lesion1_kidney_right_g12.4.png,Task10_Colon,"If this lesion grew by 12.4 mm in every direction, would it contact the kidney right? Answer yes or no.",,,L4,,
